Song,Album,Lyric,Previous Lyric,Next Lyric,Multiplicity
Forgiveness,After Laughter,"If I lay on the floor, maybe I'll wake up","And I cried 'til I couldn't cry, another heart attack",And I don't pick up when you call 'cause your voice is a gun,1
Forgiveness,After Laughter,And I don't pick up when you call 'cause your voice is a gun,"If I lay on the floor, maybe I'll wake up",Every word is a bullet hole,1
Forgiveness,After Laughter,Every word is a bullet hole,And I don't pick up when you call 'cause your voice is a gun,", shot a hole in the sun",1
Forgiveness,After Laughter,", shot a hole in the sun",Every word is a bullet hole,"If I never look up, maybe I'll never notice",1
Forgiveness,After Laughter,"If I never look up, maybe I'll never notice",", shot a hole in the sun","And you, you want forgiveness",1
Forgiveness,After Laughter,"And you, you want forgiveness","If I never look up, maybe I'll never notice","But I, I just can't do it yet",1
Forgiveness,After Laughter,"But I, I just can't do it yet","And you, you want forgiveness",There's still a thread that runs from your body to mine,1
Forgiveness,After Laughter,There's still a thread that runs from your body to mine,"But I, I just can't do it yet","And you can't break what you don't see, an invisible line",1
Forgiveness,After Laughter,"And you can't break what you don't see, an invisible line",There's still a thread that runs from your body to mine,"If I follow it down, will we just be alright?",1
Forgiveness,After Laughter,"If I follow it down, will we just be alright?","And you can't break what you don't see, an invisible line",But it could take me all your life to learn to love,1
Forgiveness,After Laughter,But it could take me all your life to learn to love,"If I follow it down, will we just be alright?","How I thought I could love someone, I haven't even begun",1
Forgiveness,After Laughter,"How I thought I could love someone, I haven't even begun",But it could take me all your life to learn to love,"If it's all up to us, we might as well give up",1
Forgiveness,After Laughter,"If it's all up to us, we might as well give up","How I thought I could love someone, I haven't even begun","And you, you want forgiveness",1
Forgiveness,After Laughter,"And you, you want forgiveness","If it's all up to us, we might as well give up",(I can barely hang on to myself),1
Forgiveness,After Laughter,(I can barely hang on to myself),"And you, you want forgiveness","But I, I can't give you that",2
Forgiveness,After Laughter,"But I, I can't give you that",(I can barely hang on to myself),"(I can't give you, I can't give you that)",2
Forgiveness,After Laughter,"(I can't give you, I can't give you that)","But I, I can't give you that","And you, you want forgiveness",2
Forgiveness,After Laughter,"And you, you want forgiveness","(I can't give you, I can't give you that)",(I'm afraid that I'll have nothing left),2
Forgiveness,After Laughter,(I'm afraid that I'll have nothing left),"And you, you want forgiveness","But I, I just can't do it yet",2
Forgiveness,After Laughter,"But I, I just can't do it yet",(I'm afraid that I'll have nothing left),"(I can't do, I just can't do it yet)",2
Forgiveness,After Laughter,"(I can't do, I just can't do it yet)","But I, I just can't do it yet",Don't you go and get it twisted,1
Forgiveness,After Laughter,Don't you go and get it twisted,"(I can't do, I just can't do it yet)",Forgiving is not forgetting,1
Forgiveness,After Laughter,Forgiving is not forgetting,Don't you go and get it twisted,Don't you go and get it twisted,1
Forgiveness,After Laughter,Don't you go and get it twisted,Forgiving is not forgetting,Forgiving is not forgetting,1
Forgiveness,After Laughter,Forgiving is not forgetting,Don't you go and get it twisted,"No, it's not forgetting",1
Forgiveness,After Laughter,"No, it's not forgetting",Forgiving is not forgetting,"No, I'll never forget it, no",1
Forgiveness,After Laughter,"No, I'll never forget it, no","No, it's not forgetting","And you, you want forgiveness",1
Forgiveness,After Laughter,"And you, you want forgiveness","No, I'll never forget it, no",(I can barely hang on to myself),1
Forgiveness,After Laughter,"(I can't do, I just can't do it yet)","But I, I just can't do it yet",,1
Fake Happy,After Laughter,I love makin' you believe what you get is what you see,,"But I'm so fake happy, I feel so fake happy",1
Fake Happy,After Laughter,"But I'm so fake happy, I feel so fake happy",I love makin' you believe what you get is what you see,And I bet everybody here is just as insincere,1
Fake Happy,After Laughter,And I bet everybody here is just as insincere,"But I'm so fake happy, I feel so fake happy",We're all so fake happy and I know fake happy,1
Fake Happy,After Laughter,We're all so fake happy and I know fake happy,And I bet everybody here is just as insincere,"See, I been doin' a good job of makin' 'em think",1
Fake Happy,After Laughter,"See, I been doin' a good job of makin' 'em think",We're all so fake happy and I know fake happy,"I'm quite alright, better hope I don't blink",1
Fake Happy,After Laughter,"I'm quite alright, better hope I don't blink","See, I been doin' a good job of makin' 'em think","You see, it's easy when I'm stompin' on a beat",1
Fake Happy,After Laughter,"You see, it's easy when I'm stompin' on a beat","I'm quite alright, better hope I don't blink",But no one sees me when I crawl back underneath,1
Fake Happy,After Laughter,But no one sees me when I crawl back underneath,"You see, it's easy when I'm stompin' on a beat","Hey, if I smile with my teeth",1
Fake Happy,After Laughter,"Hey, if I smile with my teeth",But no one sees me when I crawl back underneath,I bet you believe me,1
Fake Happy,After Laughter,I bet you believe me,"Hey, if I smile with my teeth",If I smile with my teeth,2
Fake Happy,After Laughter,If I smile with my teeth,I bet you believe me,I think I believe me,2
Fake Happy,After Laughter,I think I believe me,If I smile with my teeth,"Oh, please, don't ask me how I've been",2
Fake Happy,After Laughter,"Oh, please, don't ask me how I've been",I think I believe me,"Don't make me play pretend, oh, no",2
Fake Happy,After Laughter,"Don't make me play pretend, oh, no","Oh, please, don't ask me how I've been","Oh, what's the use?",1
Fake Happy,After Laughter,"Oh, what's the use?","Don't make me play pretend, oh, no","Oh, please, I bet everybody here is fake happy too",1
Fake Happy,After Laughter,"Oh, please, I bet everybody here is fake happy too","Oh, what's the use?","And if I go out tonight, dress up my fears",1
Fake Happy,After Laughter,"And if I go out tonight, dress up my fears","Oh, please, I bet everybody here is fake happy too",You think I look alright with these mascara tears?,1
Fake Happy,After Laughter,You think I look alright with these mascara tears?,"And if I go out tonight, dress up my fears","See, I'm gonna draw my lipstick wider than my mouth",1
Fake Happy,After Laughter,"See, I'm gonna draw my lipstick wider than my mouth",You think I look alright with these mascara tears?,"And if the lights are low, they'll never see me frown",1
Fake Happy,After Laughter,"And if the lights are low, they'll never see me frown","See, I'm gonna draw my lipstick wider than my mouth","Hey, if I smile with my teeth",1
Fake Happy,After Laughter,"Hey, if I smile with my teeth","And if the lights are low, they'll never see me frown",I bet you believe me,1
Fake Happy,After Laughter,"Don't make me play pretend, oh, no","Oh, please, don't ask me how I've been","Oh, oh, what's the use?",1
Fake Happy,After Laughter,"Oh, oh, what's the use?","Don't make me play pretend, oh, no","Oh, please, I bet everybody here is fake happy too",1
Fake Happy,After Laughter,"Oh, please, I bet everybody here is fake happy too","Oh, oh, what's the use?",I know I said that I was doin' good,1
Fake Happy,After Laughter,I know I said that I was doin' good,"Oh, please, I bet everybody here is fake happy too",And that I'm happy now (Ooh),1
Fake Happy,After Laughter,And that I'm happy now (Ooh),I know I said that I was doin' good,I shoulda known when things were goin' good,1
Fake Happy,After Laughter,I shoulda known when things were goin' good,And that I'm happy now (Ooh),That's when I'd get knocked down,1
Fake Happy,After Laughter,That's when I'd get knocked down,I shoulda known when things were goin' good,"Ba-da-ba-da-ba-ba, ba-da-ba-da-ba-ba",1
Fake Happy,After Laughter,"Ba-da-ba-da-ba-ba, ba-da-ba-da-ba-ba",That's when I'd get knocked down,"Ba-da-ba-da-ba-ba, ba-da-ba-da-ba-ba",1
Fake Happy,After Laughter,"Ba-da-ba-da-ba-ba, ba-da-ba-da-ba-ba","Ba-da-ba-da-ba-ba, ba-da-ba-da-ba-ba","Ba-da-ba-da-ba-ba, ba-da-ba-da-ba-ba",2
Fake Happy,After Laughter,"Ba-da-ba-da-ba-ba, ba-da-ba-da-ba-ba","Ba-da-ba-da-ba-ba, ba-da-ba-da-ba-ba","Oh, please, just don't ask me how I've been",1
Fake Happy,After Laughter,"Oh, please, just don't ask me how I've been","Ba-da-ba-da-ba-ba, ba-da-ba-da-ba-ba","Don't make me play pretend, oh, no (Oh, no)",1
Fake Happy,After Laughter,"Don't make me play pretend, oh, no (Oh, no)","Oh, please, just don't ask me how I've been","Oh, what's the use?",1
Fake Happy,After Laughter,"Oh, what's the use?","Don't make me play pretend, oh, no (Oh, no)","Oh, please, I bet everybody here is fake happy too",1
Fake Happy,After Laughter,"Oh, please, I bet everybody here is fake happy too","Oh, what's the use?","(Oh, please) Ba-da-ba-da-ba-ba, ba-da-ba-da-ba-ba",1
Fake Happy,After Laughter,"(Oh, please) Ba-da-ba-da-ba-ba, ba-da-ba-da-ba-ba","Oh, please, I bet everybody here is fake happy too","(Oh, please) Ba-da-ba-da-ba-ba, ba-da-ba-da-ba-ba",1
Fake Happy,After Laughter,"(Oh, please) Ba-da-ba-da-ba-ba, ba-da-ba-da-ba-ba","(Oh, please) Ba-da-ba-da-ba-ba, ba-da-ba-da-ba-ba","Oh, please, I bet everybody here is fake happy too",1
Fake Happy,After Laughter,"Oh, please, I bet everybody here is fake happy too","(Oh, please) Ba-da-ba-da-ba-ba, ba-da-ba-da-ba-ba","Ba-da-ba-da-ba-ba, ba-da-ba-da-ba-ba",1
Fake Happy,After Laughter,"Ba-da-ba-da-ba-ba, ba-da-ba-da-ba-ba","Oh, please, I bet everybody here is fake happy too",Carlos,1
Fake Happy,After Laughter,Carlos,"Ba-da-ba-da-ba-ba, ba-da-ba-da-ba-ba",,1
26,After Laughter,"Man, you really know how to get someone down",,Everything was fine until you came around,1
26,After Laughter,Everything was fine until you came around,"Man, you really know how to get someone down",And I've been chasing after dreamers in the clouds,1
26,After Laughter,And I've been chasing after dreamers in the clouds,Everything was fine until you came around,"After all, wasn't I the one who said",1
26,After Laughter,"After all, wasn't I the one who said",And I've been chasing after dreamers in the clouds,To keep your feet on the ground?,1
26,After Laughter,To keep your feet on the ground?,"After all, wasn't I the one who said","Man, you really brought me back down",1
26,After Laughter,"Man, you really brought me back down",To keep your feet on the ground?,Hold on to hope if you got it,1
26,After Laughter,Hold on to hope if you got it,"Man, you really brought me back down",Don't let it go for nobody,1
26,After Laughter,Don't let it go for nobody,Hold on to hope if you got it,They say that dreaming is free,3
26,After Laughter,They say that dreaming is free,Don't let it go for nobody,But I wouldn't care what it cost me,3
26,After Laughter,But I wouldn't care what it cost me,They say that dreaming is free,"You got me tied up, but I stay close to the window",1
26,After Laughter,"You got me tied up, but I stay close to the window",But I wouldn't care what it cost me,And I talk to myself about the places that I used to go,1
26,After Laughter,And I talk to myself about the places that I used to go,"You got me tied up, but I stay close to the window",I'm hoping someday maybe I'll just float away,1
26,After Laughter,I'm hoping someday maybe I'll just float away,And I talk to myself about the places that I used to go,And I'll forget every cynical thing you say,1
